ID,GRUPO,EMPRESA,SEGMENTO,CIDADE_UF,GPTW,STATUS_MAPEAMENTO,SITE_OFICIAL,LINKEDIN_EMPRESA,GESTOR_RH,CARGO_RH,LINKEDIN_GESTOR_RH,EMAIL_CONTATO,TELEFONE,PORTAL_VAGAS,OBSERVACOES
225,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Universo do Açaí,Franquia / Açaiteria,Não confirmado,,,https://www.universodoacai.com.br,Não identificado,Nao identificado,,,,,,Concorrente de Açaí NoKilo. Fundada 2015 por Mateus Marcos e Kelly Ernesto. RH estratégico.
226,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Tropicool,Franquia / Açaí e Superfoods,São Paulo-SP,,,https://franquiatropicool.com.br,Não identificado,Nao identificado,,,,,,Concorrente de Açaí NoKilo. Presente em 12 países. Franquias a partir de R$120 mil.
227,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Açaí Natu,Franquia / Açaiteria,Não confirmado,,,https://acainatu.com.br,Não identificado,Nao identificado,,,,,,Concorrente de Açaí NoKilo. Rede de franquias de açaí.
228,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Açaí Artesanal,Franquia / Açaiteria,Não confirmado,,,https://acaiartesanal.com.br,Não identificado,Nao identificado,,,,,,Concorrente de Açaí NoKilo. Rede de franquias de açaí artesanal.
229,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Açamix,Franquia / Açaiteria,Não confirmado,,,https://acamix.com.br,Não identificado,Nao identificado,,,,,,Concorrente de Açaí NoKilo. Franquia de açaí com investimento acessível.
230,CONCORRENTE - EDUCACAO,UFRJ - Universidade Federal do Rio de Janeiro,Educacao Superior / Universidade Federal,Rio de Janeiro/RJ,,,https://ufrj.br,https://www.linkedin.com/school/ufrj/,Rafael dos Santos Pereira,Sup. Geral de Pessoal / Pro-Reitor Substituto PR4,,,,https://concursos.pr4.ufrj.br,Concorrente de UFBA
231,CONCORRENTE - EDUCACAO,UFMG - Universidade Federal de Minas Gerais,Educacao Superior / Universidade Federal,Belo Horizonte/MG,,,https://ufmg.br,https://www.linkedin.com/school/ufmg/,Maria Marcia Magela Machado,Pro-Reitora de Recursos Humanos,,,,https://www.ufmg.br/prorh/,Concorrente de UFBA
232,CONCORRENTE - EDUCACAO,UFRGS - Universidade Federal do Rio Grande do Sul,Educacao Superior / Universidade Federal,Porto Alegre/RS,,,https://www.ufrgs.br,https://www.linkedin.com/school/ufrgs/,Marilia Borges Hackmann,Superintendente de Gestao de Pessoas,,,,https://www.ufrgs.br/progesp/,Concorrente de UFBA
233,CONCORRENTE - EDUCACAO,UnB - Universidade de Brasilia,Educacao Superior / Universidade Federal,Brasilia/DF,,,https://www.unb.br,https://www.linkedin.com/school/universidade-de-brasilia/,Maria do Socorro Mendes,Decana de Gestao de Pessoas,,,,https://dgp.unb.br/,Concorrente de UFBA
234,CONCORRENTE - EDUCACAO,UFPR - Universidade Federal do Parana,Educacao Superior / Universidade Federal,Curitiba/PR,,,https://www.ufpr.br,https://www.linkedin.com/school/ufpr/,Dulcileia Goncalves,Pro-Reitora de Gestao de Pessoas,,,,https://progepe.ufpr.br/,Concorrente de UFBA
235,CONCORRENTE - EDUCACAO,UFPE - Universidade Federal de Pernambuco,Educacao Superior / Universidade Federal,Recife/PE,,,https://www.ufpe.br,https://www.linkedin.com/school/ufpe/,Brunna Carvalho Almeida Granja,Pro-Reitora de Gestao de Pessoas e QV - PROGEPE,,,,https://www.ufpe.br/progepe,Concorrente de UFBA
236,CONCORRENTE - EDUCACAO,UFSC - Universidade Federal de Santa Catarina,Educacao Superior / Universidade Federal,Florianopolis/SC,,,https://ufsc.br,https://www.linkedin.com/school/ufsc/,Sandra Regina Carrieri de Souza,Pro-Reitora PRODEGESP,,,,https://prodegesp.ufsc.br/,Concorrente de UFBA
237,CONCORRENTE - EDUCACAO,UFC - Universidade Federal do Ceara,Educacao Superior / Universidade Federal,Fortaleza/CE,,,https://www.ufc.br,https://www.linkedin.com/school/uaborfc/,Marilene Feitosa Soares,Pro-Reitora de Gestao de Pessoas - PROGEP,,,,https://progep.ufc.br/,Concorrente de UFBA
238,CONCORRENTE - EDUCACAO,UFF - Universidade Federal Fluminense,Educacao Superior / Universidade Federal,Niteroi/RJ,,,https://www.uff.br,https://www.linkedin.com/school/uffoficial/,Aline da Silva Marques,Pro-Reitora de Gestao de Pessoas - PROGEPE,,,,https://www.uff.br/?q=pro-reitoria-de-gestao-de-pessoas,Concorrente de UFBA
239,CONCORRENTE - EDUCACAO,UFPA - Universidade Federal do Para,Educacao Superior / Universidade Federal,Belem/PA,,,https://ufpa.br,https://www.linkedin.com/school/ufpa/,Icaro Duarte Pastana,Pro-Reitor de Desenv. e Gestao de Pessoal - PROGEP,,,,https://www.progep.ufpa.br/,Concorrente de UFBA
240,CONCORRENTE - TRANSPORTE,Sambaiba Transportes Urbanos,Transporte Urbano / Onibus Municipal,Sao Paulo/SP,,,https://www.sambaibasp.com.br,https://br.linkedin.com/company/sambaiba-transportes-urbanos-ltda,Larissa Tigano,Gerente de RH,,,,https://www.sambaibasp.com.br/trabalhe-conosco,Concorrente de Grupo Evangelista/GEVAN
241,CONCORRENTE - TRANSPORTE,Grupo JCA (Cometa/1001/Catarinense),Transporte Rodoviario e Urbano de Passageiros,Niteroi/RJ,,,https://jcaholding.com.br,https://br.linkedin.com/company/grupo-jca-holding,Nao identificado,,,,,https://embarquejca.gupy.io/,Concorrente de Grupo Evangelista/GEVAN
242,CONCORRENTE - TRANSPORTE,Grupo Guanabara,Transporte Urbano e Rodoviario,Recife/PE,,,http://www.tguanabara.com.br,https://br.linkedin.com/company/grupo-guanabara,Nao identificado,,,,,https://www.linkedin.com/company/grupo-guanabara/jobs,Concorrente de Grupo Evangelista/GEVAN
243,CONCORRENTE - TRANSPORTE,Rapido Araguaia,Transporte Urbano / Onibus Municipal,Goiania/GO,,,https://www.rapidoaraguaia.com.br,https://br.linkedin.com/company/rapido-araguaia,Nao identificado,,,,,https://www.rapidoaraguaia.com.br/trabalhe-conosco,Concorrente de Grupo Evangelista/GEVAN
244,CONCORRENTE - TRANSPORTE,HP Transportes,Transporte Urbano / Onibus Metropolitano,Goiania/GO,,,https://www.hptransportes.com.br,https://br.linkedin.com/company/hp-transportes-coletivos,Nao identificado,,,,,https://redemobconsorcio.rhgestor.com.br/,Concorrente de Grupo Evangelista/GEVAN
245,CONCORRENTE - TRANSPORTE,Grupo Leblon Transporte,Transporte Urbano / Onibus Metropolitano,Fazenda Rio Grande/PR,,,https://grupoleblon.com.br,https://www.linkedin.com/company/grupo-leblon-transporte-passageiros,Nao identificado,,,,,https://grupoleblon.com.br/trabalhe-conosco,Concorrente de Grupo Evangelista/GEVAN
246,CONCORRENTE - TRANSPORTE,Viacao Pioneira,Transporte Urbano / Onibus Municipal,Brasilia/DF,,,https://vpioneirabsb.com.br,https://br.linkedin.com/company/viacao-pioneira,Nao identificado,,,,,https://vpioneirabsb.com.br/contato/,Concorrente de Grupo Evangelista/GEVAN
247,CONCORRENTE - TRANSPORTE,Grupo Aguia Branca (Viacao),Transporte Rodoviario e Urbano / Logistica,Cariacica/ES,,,https://www.aguiabranca.com.br,https://br.linkedin.com/company/grupo-aguia-branca,Nao identificado,,,,,https://aguiabranca.empregare.com/pt-br,Concorrente de Grupo Evangelista/GEVAN
248,CONCORRENTE - TRANSPORTE,Auto Omnibus Nova Suissa,Transporte Urbano / Onibus Municipal,Belo Horizonte/MG,,,,,Fabio Couto de Araujo Cancado,Diretor,,,,,Concorrente de Grupo Evangelista/GEVAN
249,CONCORRENTE - TRANSPORTE,Grupo Comporte,Transporte Urbano e Rodoviario / Holding,Sao Bernardo do Campo/SP,,,,,Nao identificado,,,,,,Concorrente de Grupo Evangelista/GEVAN
250,CONCORRENTE - TEXTIL,Vicunha Textil,"Industria Textil / Fiacao, Tecelagem, Confeccao",Sao Paulo/SP,,,https://www.vicunha.com.br,https://br.linkedin.com/company/vicunha,Tereza Lopes,Gerente de RH Corporativo,,,,https://www.vicunha.com.br/trabalhe-conosco,Concorrente de Pro-Linhas Nordeste
251,CONCORRENTE - TEXTIL,Textil Canatiba,Industria Textil / Tecelagem de Algodao,Santa Barbara D'Oeste/SP,,,https://canatiba.com.br,https://br.linkedin.com/company/canatibatextil,Nao identificado,,,,,https://canatiba.com.br/trabalhe-conosco,Concorrente de Pro-Linhas Nordeste
252,CONCORRENTE - TEXTIL,Linhas Corrente (ex-Coats Corrente),Industria Textil / Linhas para Costura e Bordado,Sao Paulo/SP,,,https://linhascorrente.com.br,https://br.linkedin.com/company/linhas-corrente,Nao identificado,,,,,https://linhascorrente.com.br/trabalhe-conosco,Concorrente de Pro-Linhas Nordeste
253,CONCORRENTE - TEXTIL,Circulo Ltda,Industria Textil / Fios e Linhas para Artesanato,Gaspar/SC,,,https://www.circulo.com.br,https://br.linkedin.com/company/circulo-s-a,Nao identificado,,,,,https://circulo.enlizt.me/,Concorrente de Pro-Linhas Nordeste
254,CONCORRENTE - TEXTIL,Linhanyl Paraguacu,Industria Textil / Linhas de Nylon e Poliester,Sorocaba/SP,,,https://www.linhanyl.com.br,https://www.linkedin.com/company/linhanyl-s-a-linhas-para-coser,Nao identificado,,,,,,Concorrente de Pro-Linhas Nordeste
255,CONCORRENTE - TEXTIL,Cedro Textil,Industria Textil / Denim e Tecidos Profissionais,Caetanopolis/MG,,,https://cedro.com.br,https://br.linkedin.com/company/cedro-textil,Nao identificado,,,,,https://cedro.com.br/trabalhe-conosco/,Concorrente de Pro-Linhas Nordeste
256,CONCORRENTE - TEXTIL,Dohler SA,Industria Textil / Tecidos para Casa e Industria,Joinville/SC,,,https://www.dohler.com.br,https://br.linkedin.com/company/dohler-sa,Nao identificado,,,,,https://www.dohler.com.br/trabalhe-conosco,Concorrente de Pro-Linhas Nordeste
257,CONCORRENTE - TEXTIL,Linhas Setta,Industria Textil / Linhas para Costura e Bordado,Sao Bernardo do Campo/SP,,,,https://www.linkedin.com/company/linhas-setta-ltda,Nao identificado,,,,,,Concorrente de Pro-Linhas Nordeste
258,CONCORRENTE - TEXTIL,Coteminas / Santanense,Industria Textil / Cama Mesa Banho e Uniformes,Montes Claros/MG,,,https://www.coteminas.com.br,https://br.linkedin.com/company/coteminas,Nao identificado,,,,,,Concorrente de Pro-Linhas Nordeste
259,CONCORRENTE - TEXTIL,Cooperlinhas,Industria Textil / Cooperativa de Producao de Linhas,Mogi das Cruzes/SP,,,,,Contato direto,,,,,,Concorrente de Pro-Linhas Nordeste
260,CONCORRENTE - TECH/LAWTECH,Projuris (by Softplan),Lawtech / Software Juridico para Escritorios e Empresas,Joinville/SC,,,https://www.projuris.com.br,https://br.linkedin.com/company/projuris,Alejandra Nadruz,Diretora de Gente e Cultura - Softplan,,,,https://softplan.gupy.io/,Concorrente de Jusbrasil
261,CONCORRENTE - TECH/LAWTECH,Aurum Software,Lawtech / Software Juridico (Themis e Astrea),Florianopolis/SC,,,https://www.aurum.com.br,https://br.linkedin.com/company/aurumbr,Larissa Baldissarelli,Diretora de Gestao de Pessoas,,,,https://aurum.gupy.io/,Concorrente de Jusbrasil
262,CONCORRENTE - TECH/LAWTECH,Escavador,Lawtech / Pesquisa Juridica e Due Diligence,Salvador/BA,,,https://www.escavador.com,https://www.linkedin.com/company/escavador,Nao identificado,,,,,https://www.linkedin.com/company/escavador/jobs,Concorrente de Jusbrasil
263,CONCORRENTE - TECH/LAWTECH,netLex,Lawtech / Gestao de Contratos (CLM),Belo Horizonte/MG,,,https://netlex.io,https://br.linkedin.com/company/netlex-io,Nao identificado,,,,,https://netlex.io/carreiras,Concorrente de Jusbrasil
264,CONCORRENTE - TECH/LAWTECH,Docket,Lawtech / Plataforma de Documentos e Cartorio,Sao Paulo/SP,,,https://www.docket.com.br,https://www.linkedin.com/company/docketbrasil,Nao identificado,,,,,https://www.linkedin.com/company/docketbrasil/jobs,Concorrente de Jusbrasil
265,CONCORRENTE - TECH/LAWTECH,Thomson Reuters (Legal One),Lawtech / Pesquisa Juridica e Gestao Legal,Sao Paulo/SP,,,https://www.thomsonreuters.com.br,https://br.linkedin.com/showcase/thomson-reuters-legal,Nao identificado,,,,,https://careers.thomsonreuters.com/,Concorrente de Jusbrasil
266,CONCORRENTE - TECH/LAWTECH,Benner (Juridico),Lawtech / ERP Juridico e Software de Gestao,Blumenau/SC,,,https://benner.com.br/juridico-sistema/,https://br.linkedin.com/company/universobenner,Nao identificado,,,,,https://vemserbenner.gupy.io/,Concorrente de Jusbrasil
267,CONCORRENTE - TECH/LAWTECH,Turivius,Lawtech / Jurimetria e Pesquisa Jurisprudencial,Sao Paulo/SP,,,https://turivius.com,https://br.linkedin.com/company/turivius,Nao identificado,,,,,,Concorrente de Jusbrasil
268,CONCORRENTE - TECH/LAWTECH,Looplex,Lawtech / Automacao de Documentos Juridicos,Sao Paulo/SP,,,https://www.looplex.com.br,https://www.linkedin.com/company/looplex,Nao identificado,,,,,,Concorrente de Jusbrasil
269,CONCORRENTE - TECH/LAWTECH,Digesto Tecnologia,Lawtech / IA para Dados Juridicos,Curitiba/PR,,,https://www.digesto.com.br,,Nao identificado,,,,,,Concorrente de Jusbrasil
270,CONCORRENTE - TECH/INOVACAO,ACE Ventures (ex-ACE Startups),Aceleradora de Startups / Inovacao Corporativa,Sao Paulo/SP,,,https://aceventures.com.br,https://br.linkedin.com/company/aceventuresbr,Nao identificado,,,,,https://aceventures.com.br/carreiras,Concorrente de Inventivos Tecnologia
271,CONCORRENTE - TECH/INOVACAO,Distrito,Hub de Inovacao / Aceleracao e Open Innovation,Sao Paulo/SP,,,https://www.distrito.me,https://br.linkedin.com/company/distrito.me,Nao identificado,,,,,https://www.distrito.me/carreiras,Concorrente de Inventivos Tecnologia
272,CONCORRENTE - TECH/INOVACAO,Wayra Brasil (Telefonica/Vivo),Aceleradora Corporativa / Venture Capital,Sao Paulo/SP,,,https://br.wayra.com,https://www.linkedin.com/company/wayrabrasil,Nao identificado,,,,,,Concorrente de Inventivos Tecnologia
273,CONCORRENTE - TECH/INOVACAO,Cubo Itau,Hub de Inovacao / Ecossistema de Startups,Sao Paulo/SP,,,https://cubo.network,https://br.linkedin.com/company/cubo-network,Nao identificado,,,,,https://cubo.network/carreiras,Concorrente de Inventivos Tecnologia
274,CONCORRENTE - TECH/INOVACAO,Endeavor Brasil,Aceleradora / Apoio a Scale-ups,Sao Paulo/SP,,,https://endeavor.org.br,https://br.linkedin.com/company/endeavor-brasil,Gerente de Gente & Gestao,vaga aberta recente,,,,https://endeavor.gupy.io/,Concorrente de Inventivos Tecnologia
275,CONCORRENTE - TECH/INOVACAO,Darwin Startups,Aceleradora de Startups / Venture Capital,Florianopolis/SC,,,https://www.darwinstartups.com,https://br.linkedin.com/company/darwinstartups,Nao identificado,,,,,,Concorrente de Inventivos Tecnologia
276,CONCORRENTE - TECH/INOVACAO,Troposlab,Consultoria de Inovacao / Aceleracao de Startups,Belo Horizonte/MG,,,https://troposlab.com,https://br.linkedin.com/company/troposlab,Renata Horta,Diretora / Cofundadora,,,,https://troposlab.com/carreiras,Concorrente de Inventivos Tecnologia
277,CONCORRENTE - TECH/INOVACAO,Baita Aceleradora,Aceleradora de Startups / Programas Corporativos,Campinas/SP,,,https://baita.ac,https://br.linkedin.com/company/baita,Nao identificado,,,,,,Concorrente de Inventivos Tecnologia
278,CONCORRENTE - TECH/INOVACAO,HOTMILK (PUCPR),Ecossistema de Inovacao / Aceleracao Universitaria,Curitiba/PR,,,https://hotmilk.pucpr.br,https://br.linkedin.com/company/hotmilk-pucpr,Fernando Bittencourt Luciano,Diretor,,,,https://hotmilk.pucpr.br/,Concorrente de Inventivos Tecnologia
279,CONCORRENTE - TECH/INOVACAO,InovAtiva Brasil (Sebrae/MDIC),Aceleradora Publica / Programa de Governo,Brasilia/DF,,,https://www.inovativa.online,https://br.linkedin.com/company/inovativahub,Nao identificado,,,,,https://www.inovativa.online/inovativa-brasil/,Concorrente de Inventivos Tecnologia
280,CONCORRENTE - DISTRIBUICAO AGRICOLA,Lavoro Agro,Distribuicao de Insumos Agricolas,Sao Paulo/SP (HQ),,,https://www.lavoroagro.com,https://www.linkedin.com/company/lavoroagro,Nao identificado,,,,,https://www.lavoroagro.com/work-with-us/,Concorrente de Nordeste Atacado
281,CONCORRENTE - DISTRIBUICAO AGRICOLA,Belagricola,Distribuicao de Insumos Agricolas e Graos,Londrina/PR,,,https://www.belagricola.com.br,https://br.linkedin.com/company/belagricola,Nao identificado,,,,,https://www.linkedin.com/company/belagricola/jobs,Concorrente de Nordeste Atacado
282,CONCORRENTE - DISTRIBUICAO AGRICOLA,Agro Amazonia (Sumitomo),Distribuicao de Insumos Agricolas e Agrotecnologia,Cuiaba/MT,,,https://agroamazonia.com,https://br.linkedin.com/company/agroamazonia,Nao identificado,,,,,https://carreiras.agroamazonia.com.br/,Concorrente de Nordeste Atacado
283,CONCORRENTE - DISTRIBUICAO AGRICOLA,Nutrien Solucoes Agricolas,Distribuicao de Insumos Agricolas,Sao Paulo/SP,,,https://www.nutrien.com.br,https://br.linkedin.com/company/nutrienbr,Nao identificado,,,,,https://br.linkedin.com/company/nutrienbr/jobs,Concorrente de Nordeste Atacado
284,CONCORRENTE - DISTRIBUICAO AGRICOLA,Agrofel Graos e Insumos,Distribuicao de Insumos Agricolas e Graos,Porto Alegre/RS,,,https://www.agrofel.com.br,https://br.linkedin.com/company/agrofel,Nao identificado,,,,,https://agrofel.gupy.io/,Concorrente de Nordeste Atacado
285,CONCORRENTE - DISTRIBUICAO AGRICOLA,Coplacana - Cooperativa,Cooperativa Agricola / Insumos e Varejo Rural,Piracicaba/SP,,,https://www.coplacana.com.br,https://br.linkedin.com/company/coplacana-orgulho-do-agro,Nao identificado,,,,,https://www.linkedin.com/company/coplacana-orgulho-do-agro/jobs,Concorrente de Nordeste Atacado
286,CONCORRENTE - DISTRIBUICAO AGRICOLA,Grupo Sinagro (Sinova),Distribuicao de Insumos Agricolas,Primavera do Leste/MT,,,https://www.sinagro.com.br,https://www.linkedin.com/company/gruposinagro,Nao identificado,,,,,,Concorrente de Nordeste Atacado
287,CONCORRENTE - DISTRIBUICAO AGRICOLA,Synagro Comercial Agricola,Distribuicao de Insumos Agricolas,Luis Eduardo Magalhaes/BA,,,,https://br.linkedin.com/company/synagro-comercial-agricola-sa,Nao identificado,,,,,,Concorrente de Nordeste Atacado
288,CONCORRENTE - DISTRIBUICAO AGRICOLA,Agroquima,Distribuicao de Insumos Agricolas,Goiania/GO,,,https://www.agroquima.com.br,https://br.linkedin.com/company/agroquimaoficial,Nao identificado,,,,,,Concorrente de Nordeste Atacado
289,CONCORRENTE - DISTRIBUICAO AGRICOLA,Grupo Agrosema,Distribuicao de Insumos Agricolas,Brasil (multiestados),,,,https://br.linkedin.com/company/grupo-agrosema,Nao identificado,,,,,,Concorrente de Nordeste Atacado
290,CONCORRENTE - GRUPO MATEUS,Assai Atacadista,Atacarejo,Sao Paulo/SP,,,https://www.assai.com.br,https://br.linkedin.com/company/assaiatacadista,Sandra Vicari,VP Gestao de Gente e Sustentabilidade,,,,https://assai.gupy.io/,Concorrente de Grupo Mateus
291,CONCORRENTE - VAREJO/ATACADO,GPA (Grupo Pao de Acucar),Varejo Alimentar / Supermercados,Sao Paulo/SP,,,https://www.gpabr.com,https://br.linkedin.com/company/gpabr,Mirella Basolli Gomiero,"Dir. Exec. TI, RH e Sustentabilidade",,,,https://www.gpabr.com/euescolhogpa/,Concorrente de Grupo Mateus
292,CONCORRENTE - VAREJO/ATACADO,Cencosud Brasil (GBarbosa/Bretas/Prezunic),Varejo Alimentar / Supermercados,Sao Paulo/SP,,,https://www.cencosudbrasil.com.br,https://br.linkedin.com/company/cencosud-brasil,Nao identificado publicamente,,,,,https://cencosudbrasil.gupy.io/,Concorrente de Grupo Mateus
293,CONCORRENTE - ATAKAREJO,Assai Atacadista,Atacarejo,Sao Paulo/SP,,,https://www.assai.com.br,https://br.linkedin.com/company/assaiatacadista,Sandra Vicari,VP Gestao de Gente e Sustentabilidade,,,,https://assai.gupy.io/,Concorrente de Atakarejo
294,CONCORRENTE - ATAKAREJO,Atacadao (Grupo Carrefour),Atacarejo,Barueri/SP,,,https://www.atacadao.com.br,https://br.linkedin.com/company/atacadao,Catia Porto,VP de RH - Grupo Carrefour,,,,https://grupocarrefourbrasil.gupy.io/,Concorrente de Atakarejo
295,CONCORRENTE - ATAKAREJO,Atacadao Dia a Dia,Atacarejo,Brasilia/DF,,,https://atacadaodiaadia.com.br,https://br.linkedin.com/company/atacadaodiaadia,Nao identificado publicamente,,,,,https://atacadaodiaadia.com.br/trabalhe-conosco/,Concorrente de Atakarejo
296,CONCORRENTE - REDEMIX,Assai Atacadista,Atacarejo,Sao Paulo/SP,,,https://www.assai.com.br,https://br.linkedin.com/company/assaiatacadista,Sandra Vicari,VP Gestao de Gente e Sustentabilidade,,,,https://assai.gupy.io/,Concorrente de RedeMix
297,CONCORRENTE - REDEMIX,Atacadao (Grupo Carrefour),Atacarejo,Barueri/SP,,,https://www.atacadao.com.br,https://br.linkedin.com/company/atacadao,Catia Porto,VP de RH - Grupo Carrefour,,,,https://grupocarrefourbrasil.gupy.io/,Concorrente de RedeMix
298,CONCORRENTE - VAREJO/ATACADO,GPA (Pao de Acucar),Supermercados,Sao Paulo/SP,,,https://www.gpabr.com,https://br.linkedin.com/company/gpabr,Mirella Basolli Gomiero,"Dir. Exec. TI, RH e Sustent.",,,,https://www.gpabr.com/euescolhogpa/,Concorrente de RedeMix
299,CONCORRENTE - VAREJO/ATACADO,Novo Mundo Moveis,Varejo / Moveis e Eletro,Goiania/GO,,,https://www.novomundo.com.br,https://www.linkedin.com/company/novo-mundo-sa,Nao identificado publicamente,,,,,https://www.novomundo.com.br/institucional/trabalhe-conosco,Concorrente de Lojas Guido
300,CONCORRENTE - VAREJO/ATACADO,Zenir Moveis e Eletros,Varejo / Moveis e Eletro,Fortaleza/CE,,,https://www.zenirmoveis.com.br,https://br.linkedin.com/company/zenir-m%C3%B3veis-e-eletros,Cledia Freitas,Gestora de RH,,,,https://grupozenir.gupy.io/,Concorrente de Lojas Guido
301,CONCORRENTE - VAREJO/ATACADO,Moveis Simonetti,Varejo / Moveis,Pinheiros/ES,,,https://simonetti.com.br,https://br.linkedin.com/company/m%C3%B3veissimonetti,Nao identificado publicamente,,,,,https://www.moveissimonetti.com.br/?ft=trabalhe+conosco,Concorrente de Lojas Guido
302,CONCORRENTE - MODA/VESTUARIO,Colcci Fitness (Grupo AMC Textil),Moda Fitness / Lifestyle,Blumenau/SC,,,https://www.colcci.com.br,https://br.linkedin.com/company/colcci,Nao identificado publicamente,,,,,,Concorrente de Alpha Co
303,CONCORRENTE - ALIMENTOS/SUPLEMENTOS,Puravida (Nestle Health Science),Nutricao Funcional / Suplementos,Sao Paulo/SP,,,https://www.puravida.com.br,https://br.linkedin.com/company/puravida,Nao identificado publicamente,RH Nestle Brasil,,,,,Concorrente de Caffeine Army
304,CONCORRENTE - ALIMENTOS/SUPLEMENTOS,Integralmedica / Darkness (Grupo BRG),Suplementos Esportivos,Sao Paulo/SP,,,https://www.integralmedica.com.br,https://br.linkedin.com/company/integralmedica,Silvana Passos,Coordenadora de Gente e Gestao,,,,https://brg-integralmedica.gupy.io/,Concorrente de Caffeine Army
305,CONCORRENTE - ALIMENTOS/SUPLEMENTOS,3 Coracoes (Cafe Funcional),Cafe / Alimentos Funcionais,Eusebio/CE,,,https://www.3coracoes.com.br,https://br.linkedin.com/company/grupo-3coracoes,Nao identificado publicamente,,,,,https://3coracoes.gupy.io/,Concorrente de Caffeine Army
306,CONCORRENTE - FRANQUIAS/ALIMENTACAO,The Best Acai (Grupo The Best),Franquia / Acaiteria Self-Service,Londrina/PR,,,https://thebestacai.com.br,https://br.linkedin.com/company/grupothebest,Nao identificado publicamente,,,,,https://grupothebest.rhgestor.com.br/,Concorrente de Acai NoKilo
307,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Oakberry Acai Bowls,Franquia / Acai Premium,Sao Paulo/SP,,,https://www.oakberry.com,https://br.linkedin.com/company/oakberry,Nao identificado publicamente,,,,,,Concorrente de Acai NoKilo
308,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Acai Concept,Franquia / Acaiteria,Recife/PE,,,https://acaiconcept.com,,Nao identificado publicamente,,,,,,Concorrente de Acai NoKilo
309,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Acai da Barra,Franquia / Acaiteria Self-Service,Barra Bonita/SP,,,https://acaidabarra.com.br,https://br.linkedin.com/company/acai-da-barra,Nao identificado publicamente,,,,,,Concorrente de Acai NoKilo
310,CONCORRENTE - FRANQUIAS/ALIMENTACAO,JAH do Acai,Franquia / Acaiteria Self-Service,Conselheiro Lafaiete/MG,,,https://jahdoacai.com.br,,Nao identificado publicamente,,,,,https://jahdoacai.com.br/trabalhe-conosco/,Concorrente de Acai NoKilo
311,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Universo do Acai,Franquia / Acaiteria,N/D,,,https://www.universodoacai.com.br,,Nao identificado publicamente,,,,,,Concorrente de Acai NoKilo
312,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Acai Natu,Franquia / Acaiteria,N/D,,,https://acainatu.com.br,,Nao identificado publicamente,,,,,,Concorrente de Acai NoKilo
313,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Acai Artesanal,Franquia / Acaiteria,N/D,,,https://acaiartesanal.com.br,,Nao identificado publicamente,,,,,,Concorrente de Acai NoKilo
314,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Acamix,Franquia / Acaiteria,N/D,,,https://acamix.com.br,,Nao identificado publicamente,,,,,,Concorrente de Acai NoKilo
315,CONCORRENTE - SAUDE,PUCPR - Pontificia Universidade Catolica do Parana,Educacao Superior / Saude,Curitiba/PR,,,https://www.pucpr.br,https://br.linkedin.com/school/pucpr/,Nao identificado,,,,,,Concorrente de 
316,CONCORRENTE - SAUDE,PUCRS - Pontificia Universidade Catolica do RS,Educacao Superior / Saude,Porto Alegre/RS,,,https://www.pucrs.br,https://br.linkedin.com/school/pucrs/,Nao identificado,,,,,,Concorrente de 
317,CONCORRENTE - SAUDE,Faculdade Israelita de Ciencias da Saude Albert Einstein,Educacao Superior / Saude,Sao Paulo/SP,,,https://ensino.einstein.br,https://br.linkedin.com/school/ensinoeinstein/,Nao identificado,,,,,,Concorrente de 
318,CONCORRENTE - SAUDE,FCMSCSP - Fac. Ciencias Medicas Santa Casa de Sao Paulo,Educacao Superior / Saude,Sao Paulo/SP,,,https://fcmsantacasasp.edu.br,https://br.linkedin.com/school/fcmscsp/,Nao identificado,,,,,,Concorrente de 
319,CONCORRENTE - SAUDE,UNIFOR - Universidade de Fortaleza,Educacao Superior / Saude,Fortaleza/CE,,,https://unifor.br,https://br.linkedin.com/school/uniforoficial/,Nao identificado,,,,,,Concorrente de 
320,CONCORRENTE - SAUDE,Afya Educacional,Educacao Superior / Saude (multi-campus),Nova Lima/MG (sede),,,https://www.afya.com.br,https://br.linkedin.com/company/afyamedicina,Nao identificado,,,,,,Concorrente de 
321,CONCORRENTE - SAUDE,Anima Educacao (Anhembi Morumbi / Inspirali),Educacao Superior / Saude,Sao Paulo/SP (sede),,,https://www.animaeducacao.com.br,https://br.linkedin.com/company/animaeducacao,Nao identificado,,,,,,Concorrente de 
322,CONCORRENTE - SAUDE,UniCEUB - Centro Universitario de Brasilia,Educacao Superior / Saude,Brasilia/DF,,,https://www.uniceub.br,https://br.linkedin.com/school/uniceub-centro-universitario-de-brasilia/,Nao identificado,,,,,,Concorrente de 
